,IMPORTE,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT
2237,,2261.92,0.0,848.22,15550.710000000001,15550.71
2238,,1176.0,0.0,0.0,8526.0,8526.0
2239,,0.0,0.0,0.0,0.0,0.0
2240,,896.41,0.0,0.0,6499.0,6499.0
2241,,-107.14,0.0,0.0,-776.74,-776.74
2242,,-17.86,0.0,0.0,-129.45999999999998,-129.46
2243,,28.73,0.0,0.0,208.28,208.28
2244,,0.0,0.0,0.0,0.0,0.0
2245,,274.06,0.0,0.0,1986.95,1986.95
2246,,29.16,0.0,0.0,211.42,211.42
2247,,7.31,0.0,0.0,53.0,53.0
2248,,33.28,0.0,0.0,241.33,241.33
2249,,95.04,0.0,0.0,689.04,689.04
2250,,75.73,0.0,0.0,549.01,549.01
2251,,353.37,0.0,0.0,2561.91,2561.91
2252,,3019.34,0.0,26.5,20757.94,20757.94
2253,,1254.53,0.0,0.0,9095.33,9095.33
2254,,3722.73,0.0,0.0,26989.81,26989.81
2255,,0.0,0.0,0.0,0.0,0.0
2256,,517.44,0.0,0.0,3751.44,3751.44
2257,,48.0,0.0,0.0,348.0,348.0
2258,,0.0,0.0,0.0,0.01,0.0
2259,,0.0,0.0,0.0,0.01,0.0
2260,,422.06,0.0,0.0,3059.96,3059.96
2261,,456.0,0.0,0.0,3306.0,3306.0
2262,,58.62,0.0,0.0,425.02,425.02
2263,,0.0,0.0,0.0,0.0,0.0
2264,,34.48,0.0,0.0,250.0,250.0
2265,,48.28,0.0,0.0,350.0,350.0
2266,,165.52,0.0,0.0,1200.0,1200.0
2267,,56.81,0.0,0.0,411.85,411.85
2268,,63.17,0.0,0.0,457.98,457.98
2269,,1348.8,0.0,0.0,9778.8,9778.8
2270,,979.82,0.0,0.0,7103.7,7103.7
2271,,0.0,0.0,0.0,144.0,144.0
2272,,800.0,500.0,533.34,4766.66,4766.66
2273,,616.8,0.0,0.0,4471.8,4471.8
2274,,12.74,0.0,0.0,92.36,92.36
2275,,2.43,0.0,0.0,17.62,17.62
2276,,152.8,0.0,0.0,1107.8,1107.8
2277,,13.3,0.0,0.0,96.46,96.46
2278,,102.4,0.0,0.0,742.4,742.4
2279,,0.0,0.0,0.0,0.0,0.0
2280,,915.2,0.0,0.0,6635.2,6635.2
2281,,53.12,0.0,0.0,385.12,385.12
2282,,193.19,0.0,0.0,1400.65,1400.65
2283,,62.4,0.0,0.0,452.4,452.4
2284,,711.94,0.0,0.0,5161.540000000001,5161.54
2285,,265.42,0.0,0.0,1924.3200000000002,1924.32
2286,,101.07,0.0,0.0,750.04,750.04
2287,,2462.56,0.0,0.0,17853.56,17853.56
2288,,572.41,0.0,0.0,4150.0,4150.0
2289,,1449.6,0.0,0.0,10509.6,10509.6
2290,,0.0,0.0,0.0,0.01,0.0
2291,,76.8,0.0,0.0,556.8,556.8
2292,,134.72,0.0,0.0,1000.0,1000.0
2293,,26.94,0.0,0.0,200.0,200.0
2294,,29.72,0.0,0.0,215.48,215.48
2295,,432.0,0.0,0.0,3132.0,3132.0
2296,,3.03,0.0,0.0,22.0,22.0
2297,,42.12,0.0,0.0,305.34000000000003,305.34
2298,,528.0,0.0,0.0,3828.0,3828.0
2299,,0.0,0.0,0.0,0.0,0.0
2300,,54.92,0.0,0.0,398.15000000000003,398.15
2301,,275.67,0.0,0.0,1998.6000000000001,1998.6
2302,,14.94,0.0,0.0,108.34,108.34
2303,,1678.32,3.5,26.5,10000.0,10000.0
2304,,19.3,0.0,0.0,139.97,139.97
2305,,458.4,0.0,0.0,3323.4,3323.4
2306,,58.01,0.0,0.0,420.63,420.63
2307,,137.13,0.0,0.0,994.18,994.18
2308,,920.73,0.0,0.0,6675.299999999999,6675.3
2309,,20.28,0.0,0.0,147.0,147.0
2310,,78.27,0.0,0.0,567.47,567.47
2311,,1395.28,0.0,523.23,9592.53,9592.53
2312,,0.0,0.0,0.0,0.0,214.9
2313,,0.0,0.0,0.0,0.0,2146.5
2314,,2445.62,0.0,917.11,16813.63,16813.63
2315,,23.4,0.0,0.0,169.66,169.66
2316,,317.24,0.0,0.0,2300.0,2300.0
2317,,1065.6,666.0,710.4,6349.200000000001,6349.2
2318,,0.0,0.0,0.0,0.0,0.0
2319,,0.0,0.0,0.0,0.0,0.0
2320,,22.1,0.0,0.0,160.23,160.23
2321,,431.97,0.0,0.0,3131.8,3131.8
2322,,62.72,0.0,0.0,454.70000000000005,454.7
2323,,3218.69,0.0,26.5,22128.5,22128.5
2324,,1190.02,0.0,0.0,8627.62,8627.62
2325,,59.4,0.0,0.0,430.69,430.69
2326,,723.84,0.0,0.0,5609.82,5609.82
2327,,264.31,0.0,0.0,1916.22,1916.22
2328,,0.0,0.0,0.0,0.0,0.0
2329,,0.0,0.0,0.0,0.0,0.0
2330,,3.35,0.0,0.0,24.3,24.3
2331,,576.0,0.0,0.0,4176.0,4176.0
2332,,50.4,0.0,0.0,365.4,365.4
2333,,0.0,0.0,0.0,180.0,180.0
2334,,0.0,0.0,0.0,0.0,1574.55
2335,,0.0,0.0,0.0,0.0,0.0
2336,,943.84,0.0,0.0,6842.84,6842.84
2337,,589.76,0.0,0.0,4275.76,4275.76
2338,,364.0,0.0,0.0,2639.0,2639.0
2339,,12.84,0.0,0.0,93.09,93.09
2340,,578.3,0.0,0.0,4192.7,4192.7
2341,,23.04,0.0,0.0,167.04,167.04
2342,,55.03,0.0,0.0,399.0,399.0
2343,,320.0,0.0,0.0,2320.0,2320.0
2344,,264.83,0.0,0.0,1920.0,1920.0
2345,,0.0,0.0,0.0,0.0,0.0
2346,,0.0,0.0,0.0,0.0,0.0
