,Importe,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT
364,289.8,46.37,0.0,0.0,336.17,336.17
365,2887.0,461.92,0.0,0.0,3348.92,3348.92
366,5000.0,800.0,0.0,0.0,5800.0,5800.0
367,1171.92,187.51,0.0,0.0,1359.43,1359.43
368,0.0,0.0,0.0,0.0,0.0,0.0
369,980.0,156.8,0.0,0.0,1136.8,1136.8
370,335.0,53.6,0.0,0.0,388.6,388.6
371,0.0,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,0.0,0.0
373,12532.42,2005.19,0.0,0.0,14537.61,14537.61
374,344.82,55.17,0.0,0.0,399.99,399.99
375,3265.0,522.4,0.0,0.0,3787.4,3787.4
376,12150.0,1944.0,0.0,0.0,14094.0,14094.0
377,560.35,89.66,0.0,0.0,650.01,650.01
378,1005.0,160.8,0.0,0.0,1165.8,1165.8
379,185.0,29.6,0.0,0.0,214.6,214.6
380,135.0,21.6,0.0,0.0,156.6,156.6
381,7200.05,1152.01,0.0,0.0,8352.06,8352.06
382,2887.0,461.92,0.0,0.0,3348.92,3348.92
383,5858.99,937.44,0.0,0.0,6796.43,6796.43
384,780.0,124.8,0.0,0.0,904.8,904.8
385,2381.38,381.02,0.0,0.0,2762.4,2762.4
386,1042.0,166.72,0.0,0.0,1208.72,1208.72
387,1150.0,184.0,0.0,0.0,1334.0,1334.0
388,2870.9,330.5,0.8,0.1,28600.0,28600.0
389,216.0,34.56,0.0,0.0,250.56,250.56
390,142.16,22.75,0.0,0.0,164.91,164.91
391,1596.01,255.36,0.0,0.0,1851.37,1851.37
392,0.0,0.0,0.0,0.0,0.0,0.0
393,220.0,0.0,0.0,0.0,220.0,220.0
394,18071.52,682.4,0.0,0.0,18753.920000000002,18753.92
395,14472.32,0.0,0.0,0.0,14472.32,14472.32
396,0.0,0.0,0.0,0.0,0.0,0.0
